,judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak
176,RANCANG BANGUN AUGMENTED REALITY MENGGUNAKAN FRAME MARKERS PADA PERMAINAN SUSUN KATA BERBASIS ANDROID,Penulis : Andhika Septiono,"Dosen Pembimbing I : Arik Kurniawati, S.Kom., M.T.","Dosen Pembimbing II :Cucun Very Angkoso, S.T., M.T.","Di Indonesia banyak sekali mengenal bermacam-macam pemainan kata, salah satu permainan kata yang sering dimainkan melalui jejaring sosial saat ini adalah jenis alfagram. Alfagram adalah permainan menyusun ulang huruf dari sebuah kata agar sesuai alfabetis, misal alfagram “cinta” adalah “tinca”. Sementara ini permainan kata alfagram hanya dimainkan secara tradisional seperti menyusun kata dengan mengetik, permainan ini akan dikembangkan dengan teknologi Augmented Reality. Augmented Reality merupakan konsep penggabungan antara obyek virtual 2D atau 3D pada dunia maya dengan dunia nyata, Augmented Reality digunakan untuk menampilkan obyek 3D perhuruf. Pada Tugas Akhir ini dibangun rancangan tentang teknologi Augmented Reality dengan menggunakan Frame Markers, Frame markers digunakan untuk penanda suatu obyek huruf yang berbeda-beda, ciri tersebut digunakan untuk permainan susun kata. Setiap obyek yang telah terdeteksi oleh kamera mendapatkan sebuah id, dan disimpan ke sistem digunakan untuk proses inti permainan kata. Teknologi Augmented Reality ini telah diimplementasikan kedalam permainan susun kata dan dapat disimpulkan dari hasil uji kuantitatif yang didapatkan dari pengguna aplikasi bahwa 50% puas, 41% lumayan puas, dan 9% tidak puas."
177,ANALISA PRIORITAS RESIKO PADA PROJECT RISK MANAGEMENT MENGGUNAKAN SMARTER (SIMPLE MULTI-ATTRIBUTE RATING TECHNIQUE EXPLOITING RANKS),Penulis : MOHAMMAD SHOLIKIN,"Dosen Pembimbing I : Hermawan, S.T., M.Kom.","Dosen Pembimbing II :M. Kautsar S, S.Kom., M.MT.","Resiko berpengaruh pada keberhasilan sebuah proyek. Dalam implementasi proyek banyak organisasi/perusahaan yang tidak melakukan manajemen resiko tetapi lebih mengedepankan manajemen krisis (fire fighting). Penelitian ini mengimplementasikan manajemen proyek berbasiskan Project Management Body of Knowledge (PMBOK) yang merupakan salah satu standarisasi internasional manajemen proyek yang dibuat oleh Project Management Institute (PMI). Di dalam PMBOK terdapat 9 domain, salah satu domain dalam PMBOK adalah Project Risk Management atau manajemen risiko proyek. Fokus penelitian ini tertuju pada Project Risk Management. PMBOK mendefinisikan Project Risk Management merupakan proses sistematis dalam mengidentifikasi, menganalisis dan merespon resiko proyek. Tujuan utama manajemen resiko adalah meningkatkan kemungkinan hasil dan manfaat yang positif proyek, dan mengurangi kemungkinan hasil dan dampak negatif proyek. Dalam penelitian ini telah menggunakan metode SMARTER (Simple Multi-Attribute Rating Technique Exploiting Ranks) untuk menentukan prioritas risiko pada kategori Cost, Time, Scope, Quality. Dari hasil ujicoba aplikasi Project Risk Management pemenuhan PMBOK telah memenuhi 72,73%. Sedangkan berdasarkan penilaian pengguna studi kasus proyek SAP PT Semen Gresik Tbk didapatkan tingkat kepuasan 81,82%."
178,POS (POINT OF SALE) DENGAN MENGGUNAKAN QR-CODE PADA TOKO MAHKOTA BATIK TULIS MADURA,Penulis : Abdul Basith,"Dosen Pembimbing I : Mochammad Kautsar Sophan, S.Kom., M. MT.","Dosen Pembimbing II :Muhammad Fuad, S.Kom., M.T.","POS (point of sale) adalah salah satu bagian yang sangat penting dalam serangkaian proses bisnis sebuah toko penjualan barang atau jasa. Proses POS yang ada pada toko Mahkota masih sangatlah sederhana, yaitu dengan melakukan pencatatan manual sehingga sangat besar kemungkinan terjadinya kecurangan atau kesalahan. Dalam artikel ini telah dibangun sebuah aplikasi sistem POS berbasis web yang sudah memanfaatkan QR-code (Quick Response Code) sebagai penanda pada barang dan nantinya akan diterapkan pada toko Mahkota. QR-code adalah salah satu metode baru dalam pengkodean informasi berbasis 2 dimensi yang dikembangkan oleh perusahaan Denso pada tahun 1994 dan mempunyai banyak kelebihan dibandingkan barcode. Dengan adanya beberapa fitur yang telah dibuat dalam sistem, beberapa kelebihan yang ada pada QR-code serta pemanfaatan device android membuat aplikasi sistem ini telah dianggap mampu meningkatkan kecepatan proses POS yang sudah ada berdasarkan hasil pengujian pembacaan QR-code oleh device android. Pengujian dilakukan berdasarkan kondisi cahaya lingkungan dan jarak objek sehingga didapatkan kecepatan maksimum sebesar 0,92 detik."
179,PENGENALAN HURUF ABJAD BAHASA ISYARAT PADA SISTEM ISYARAT BAHASA INDONESIA (SIBI) BERBASIS EKSTRAKSI FITUR LINEAR DISCRIMINANT ANALYSIS (LDA),Penulis : Novia Resha Dwinitasari,"Dosen Pembimbing I : Cucun Very Angkoso,S.T.,M.Kom","Dosen Pembimbing II :Rima Tri Wahyuningrum,S.T.,M.T","Manusia sebagai makhluk sosial tidak terlepas dari interaksi. Komunikasi merupakan bentuk nyata dari interaksi tersebut. Tujuan utama dari penelitian ini adalah agar terjadi harmoni sosial yang baik antara tuna rungu dengan orang normal. Pada penelitian ini, pengenalan yang dilakukan terfokus pada pengenalan isyarat huruf “A”-“Z”, masing-masing huruf terdiri dari tiga citra, hal ini dikarenakan adanya huruf yang bergerak yaitu huruf “J” dan “Z”. Ada tiga tahapan dalam penelitian ini, yaitu proses preprocessing, ekstraksi fitur, dan klasifikasi citra. Proses preprocessing citra melalui proses background removal yaitu dengan thresholding untuk memisahkan wilayah objek yang akan diteliti (yaitu tangan) dengan background citra, kemudian citra hasil tersebut dirubah dalam mode grayscale, selanjutnya dilakukan ekstraksi fitur dengan menggunakan algoritma Linear Discriminant Analysis (LDA) dan klasifikasi pola dengan Euclidean Distance. Pada penelitian ini data yang digunakan adalah 1092 citra yang digunakan sebagai data training dan data testing terdiri dari 7 orang laki-laki dan 7 orang perempuan. Terdapat tiga huruf dengan akurasi tertinggi sebesar 100% yaitu huruf “J”, “Q” dan “Z”, dikarenakan huruf tersebut sequence dan kualitas citra yang sempurna. Beberapa citra uji yang memiliki tingkat akurasi yang rendah cenderung karena memiliki bentuk yang hampir sama dengan huruf lainnya."
180,SISTEM PENDUKUNG KEPUTUSAN PEMINATAN SISWA BARU SMA MENGGUNAKAN METODE ORESTE,Penulis : RIO RENDY BATUBARA,"Dosen Pembimbing I : ANDHARINI DWI CAHYANI,S.KOM.,M.KOM","Dosen Pembimbing II :FIKA HASTARITA RACHMAN,ST.,M.ENG","Berkembang pesatnya kemajuan teknologi saat ini sangat berpengaruh juga dalam dunia pendidikan. Karena perkembangan teknologi tersebut, maka dibutuhkan para generasi muda yang mampu untuk bekerja sesuai tuntutan jaman. Demi meningkatkan mutu pendidikan, Kemendikbud saat ini mengeluarkan kurikulum baru yaitu kurikulum 2013. Sehingga di periode tahun ajaran 2013/2014 sudah mulai diterapkan kurikulum 2013. Dimana peminatan program studi sudah ditentukan saat awal masuk kelas X (sepuluh). Salah satu SMA yang telah menerapkan kurikulum tersebut adalah SMA Negeri 1 Kamal. Di kurikulum 2013 ini, peminatan siswa dalam menentukan program studi berdasarkan parameter-parameter yang digunakan. Beberapa parameter tersebut diantaranya yaitu angket peminatan siswa, nilai UN, Psikotest, Placement Test dan Nilai Raport SMP. Dalam hal ini, maka dibuatkanlah sebuah aplikasi sistem pendukung keputusan peminatan siswa baru di SMA Negeri 1 Kamal sebagai alat bantu atau bahan rekomendasi dalam menentukan peminatan siswa di SMA Negeri 1 Kamal. Metode perhitungan yang digunakan yaitu menggunakan metode Oreste. Oreste merupakan teknik analisa dalam pengambilan keputusan dari beberapa alternatif pilihan. Melalui uji coba dan perbandingan data hasil menghasilkan prosentase keakuratan 89,9%, yaitu dari 317 data yang diuji, terdapat 285 kesamaan hasil peminatan oleh sistem. Sehingga sistem ini dapat menjadi bahan rekomendasi bagi sekolah dalam menentukan peminatan."
181,GAME EDUKASI MATEMATIKA SEKOLAH DASAR KELAS 3 DENGAN MENGGUNAKAN METODE ADAPTIVE LEARNING,Penulis : CIRA MULDAYAZIS,"Dosen Pembimbing I : ARIK KURNIAWATI,ST.,MT.","Dosen Pembimbing II :ANDHARINI DWI CAHYANI,S.Kom.,M.Kom.","Pengembangan media pembelajaran interaktif dengan pola pendidikan game dapat meningkatkan motivasi belajar siswa. Game berbasis flash ""Game Edukasi Matematika Sekolah Dasar Kelas 3 Dengan Menggunakan Metode Adaptive Learning"" menjadi salah satu media dalam pendidikan. Dengan sistem komputerisasi, membuat belajar lebih interaktif dalam memberikan dasar matematika untuk siswa muda terutama sekolah dasar. Pada game multitasking ini pengguna dapat bermain dan belajar. Pada game ini juga bersifat adaptif yaitu dapat menyesuaikan level sesuai dengan kemampuan pengguna. Dari seluruh implementasi yang dilakukan didapatkan bahwa metode adaptive learning untuk game edukasi matematika ini berjalan dengan baik. Multitasking pada game edukasi ini membuat siswa kurang konsentrasi pada soal-soal yang ditampilkan. Siswa cenderung pada permainannya. Berdasarkan hasil uji coba yang dilakukan didapat 90,4% responden menyatakan tertarik pada game ini karena skenario game yang dibuat menarik dengan animasi dan gambar latar yang disukai anak-anak."
182,SISTEM REKOMENDASI MATERI PEMBELAJARAN MENGGUNAKAN KOLB’S LEARNING STYLE PADA MATA PELAJARAN FISIKA,Penulis : Rohmatul Islamiyah Safitri,Dosen Pembimbing I : Andarini Dwi Cahyani,Dosen Pembimbing II :Firli Irhamni,"ABSTRAK Di dalam proses pembelajaran konvensional, setiap peserta didik dianggap mempunyai gaya belajar yang sama atau homogen. Sedangkan pada dasarnya tiap peserta didik mempunyai gaya belajar yang berbeda dalam proses pembelajaran. Untuk mengatasi masalah keanekaragaman gaya belajar tersebut, maka dikembangkan Adaptive E-Learning System. Penelitian ini bertujuan untuk membuat sistem rekomendasi materi pembelajaran dimana konten pembelajarannya diadaptasikan dengan gaya belajar berdasarkan Kolb’s learning style dan knowledge level siswa. Kolb’s learning style mempunyai empat gaya belajar yaitu divergen, assimilasi, convergen, dan akomodasi. Knowledge level mempunyai empat atribut yaitu apprentice, beginner, intermediate, dan expert. Sistem rekomendasi materi pembelajaran ini diuji cobakan kepada 116 siswa kelas sepuluh Madrasah Aliyah Negeri Tuban menggunakan kuisioner Kolb’s learning style dengan empat puluh pertanyaan, dengan membandingkan nilai rata-rata pretest dan nilai rata-rata postest. Hasil dari siswa yang menggunakan sistem rekomendasi materi pembelajaran e-learning adaptif ini, diperoleh peningkatan nilai sebesar 2,11% dari saat siswa melakukan pretest kemudian siswa melakukan latihan postest. Kata kunci: Adaptive E-Learning System, Kolb’s learning style, sistem rekomendasi materi pembelajaran"
183,RANCANG BANGUN APLIKASI MOBILE-LEARNING DENGAN MENGINTEGRASIKAN LEARNING MANAGEMENT SYSTEM (LMS) CLAROLINE PADA SMARTPHONE BERBASIS ANDROID (studi kasus Elite Course - Kamal),Penulis : Saifudin Yahya,"Dosen Pembimbing I : Andharini Dwi Cahyani, S.Kom., M.Kom","Dosen Pembimbing II :Bain Khusnul Khotimah, ST., M.Kom","Saat ini pelajar harus meluangkan waktu untuk menambah pengetahuan bahasa Inggrisnya di luar sekolah seperti ke tempat kursus. Tetapi, masalah yang sering dihadapi adalah jadwal yang tersedia ditempat kursus tidak dapat menyesuaikan dengan jadwal yang kita inginkan. Terlebih lagi jika kita sakit atau ada kesibukan lain, tentu saja akan melewatkan pertemuan atau bahkan melewatkan jadwal ujian. Hasil akhir dari penelitian ini akan memberi jalan supaya pelajar tidak harus datang ke kelas tetapi tetap dapat berkomunikasi dengan tutor, mendapatkan semua materinya seperti yang di dapatkan di kelas konvensional, mengerjakan ujian, serta tetap mendapatkan sertifikat. Untuk komunikasi chat dan nilai ujian murid dapat dilihat dan di nilai oleh tutor dengan mengakses Learning Management System (LMS) milik Elite-Course yang dibangun menggunakan LMS Claroline. Hal ini karena gadget Android terintegrasi langsung dengan database LMS milik Elite-Course. Berdasarkan hasil ujicoba kelayakan aplikasi menggunakan kuisioner, didapat 48,57 % koresponden merasa teknologi mobile learning ini sangat penting dan 31,43 % merasa penting. Dari hasil prosentase yang ada, dapat disimpukan bahwa teknologi mobile learning sudah dirasa penting dan dapat diterapkan pada lembaga kursus sehingga murid mendapatkan kemudahan dalam kegiatan belajarnya."
184,ANALISA BALANCED SCORECARD PROJECT PERFORMANCE PADA PROJECT INTEGRATION AND SCOPE MANAGEMENT MENGGUNAKAN FUZZY ANALYTIC NETWORK PROCESS,Penulis : ACHMAD FAUZI,"Dosen Pembimbing I : Hermawan,S.T., M.Kom","Dosen Pembimbing II :M. Kautsar S, Skom., M. MT","Manajemen proyek merupakan upaya untuk merencanakan, mengatur dan melaksanakan proyek secara optimal untuk mencapai sasaran yang ditentukan. Pelaksanaan proyek yang sesuai dengan standar prosedur akan menghasilkan hasil yang optimal. Berdasarkan hal tersebut, Untuk memenuhi standar proyek, penelitian ini mengimplementasikan framework standar manajemen proyek berdasarkan Project Management Body Of Knowledge(PMBOK) yang difokuskan pada domain Project Integration dan Scope Management. Penelitian ini ditujukan untuk mengintegrasikan domain PMBOK sehingga mampu menganalisa performa proyek dengan menggunakan Balanced ScoreCard(BSC). Key Performance Indicator(KPI) pada perspektif BSC diperoleh dari pengukuran kinerja masing- masing domain fungsional. Pembobotan KPI dilakukan menggunakan Fuzzy Analytic Network Process(FANP). Hasil BSC akan dijadikan sebagai acuan untuk mengetahui performa proyek. Uji coba sistem dilakukan menggunakan data proyek implementasi SAP PT. Semen Gresik Tbk. Hasil uji coba fungsionalitas sistem berdasarkan PMBOK adalah 81,25% sedangkan berdasarkan user adalah sebesar 75%. Nilai perspektif BSC pada keempat kuadran adalah sebagai berikut , finance: 66, 22%, Internal process: 23 ,00%, learning and growth:11% dan customer:0%. Kata Kunci : ERP, Project Integration and Scope Management, Balanced Scorecard(BSC), Fuzzy Analytic Network Process (FANP)."
185,ANALISIS JEJARING SOSIAL DALAM PENENTUAN CENTRALITY PADA MEDIA SOSIAL DENGAN VISUALISASI GRAF TAK BERARAH(UNDIRECTED GRAPH),Penulis : NUR ISLAMI SYABANIYAH,"Dosen Pembimbing I : MULA'AB M,S.Si.,M.Kom.,",Dosen Pembimbing II :,"Perkembangan internet yang pesat membuat semakin bertambah pula jumlah pengguna internet, khususnya pengguna jejaring sosial facebook. Selain digunakan untuk bertukar informasi, facebook digunakan sebagai media untuk menawarkan barang dagangan(jual-beli online). Online shop yang berkembang saat ini memanfaatkan facebook untuk melakukan promosi sehingga dapat mempermudah pembeli melihat katalog barang dan melakukan penawaran. Pencarian tokoh sentral dalam facebook dapat membantu online shop sehingga promosi lebih merata. Penelitian ini menganalisis aktor sentral pada facebook dengan menggunakan teori sosial network analysis(SNA) dan centrality. Penentuan aktor sentral dilakukan dengan menghitung sentralitas kedekatan(closeness) dan sentralitas keantaraan (betweenness).Aktor dengan sentralitas kedekatan tertinggi lebih cepat menyebarkan informasi karena aktor tersebut memiliki jarak terdekat dengan aktor lainnya. Sedangkan aktor dengan sentralitas keantaraan tertinggi dapat menyebarkan informasi terhadap aktor yang terhubung langsung dengannya atau tidak. Pada penelitian ini dilakukan pencarian aktor sentral pada akun 100005099490481 yang memiliki pertemanan 145. Hasil penelitian menunjukkan nilai closeness tertinggi terdapat pada id 117 dengan nilai 0.823. Nilai betweenness tertinggi pada id 130 dengan nilai 18.898. Dengan menerapkan teori SNA, hasil perhitungan yang divisualisasikan ke dalam graf menunjukkan bahwa id dengan nilai closeness dan betweenness tertinggi sangat berperan penting dalam menghubungkan aktor yang satu dengan yang lain dalam cluster jaringan."
186,Aplikasi Telemonitoring Obyek Wisata Menggunakan Augmented Reality Berbasis Lokasi,Penulis : Ilfin ardini,"Dosen Pembimbing I : cucun very angkoso, S.T., M.T.","Dosen Pembimbing II :Ari Kusumaningsih, S.T., M.T.","Pariwisata merupakan salah satu sektor penting untuk memajukan suatu daerah. Sehingga banyak orang yang berupaya untuk memajukan pariwisata daerahnya. Upaya untuk memajukan pariwisata tersebut yaitu dengan memanfaatkan kemajuan teknologi. Salah satunya dengan memanfaatkan teknologi Augmented Reality (AR) dan sensor-sensor yang ada pada device android yaitu Global Positioning System (GPS), kompas, dan akselerometer. Teknologi Augmented Reality (AR) digunakan untuk memvisualisasikan obyek wisata dalam bentuk marker ikon wisata dengan bantuan kamera pada device, sensor Global Positioning System (GPS) digunakan untuk mengetahui posisi pengguna yang kemudian sistem dapat menampilkan obyek wisata terdekat dengan pengguna melalui marker ikon wisata, sensor kompas digunakan sebagai petunjuk arah yang nantinya sistem dapat memunculkan marker ikon wisata yang ada pada arah tertentu, dan akselerometer digunakan untuk menstabilkan posisi marker ikon wisata agar tetap berada di depan pengguna meskipun orientasi device berubah-ubah. Penelitian ini bertujuan untuk menghasilkan suatu simulasi aplikasi yang menunjang dan mempermudah pengguna untuk mendapatkan detail informasi-informasi yang hanya didapat pengguna jika pengguna mengunjungi lokasi dengan memanfaatkan teknologi Augmented Reality (AR) dan sensor-sensor yang ada pada device android. Aplikasi ini dirancang menggunakan sistem client server dimana database MySQL sebagai server yang menyediakan informasi-informasi obyek wisata dan device android sebagai client yang melakukan permintaan untuk mengakses data. Berdasarkan implementasi yang dilakukan dapat disimpulkan bahwa aplikasi ini berjalan dengan baik dan dapat memberikan informasi yang akurat."
